content_type,creator_category,account_type,has_call_to_action,description_length,hashtags,followers,account_age_months,historical_avg_views,historical_engagement_rate,posting_hour,day_of_week,expected_views,expected_engagement_rate,performance_score,performance_category
image,Music,creator,0,10,4,2823,11.7,219,2.0,21,Thursday,654,4.26,30.3,Low
carousel,Technology,creator,0,223,4,200,15.7,48,4.09,5,Tuesday,655,4.06,28.3,Low
image,Lifestyle,brand,0,161,9,3763,18.8,844,2.31,7,Wednesday,1164,2.38,24.4,Low
carousel,Travel,brand,0,115,7,636,10.5,88,5.66,16,Thursday,442,4.46,28.1,Low
carousel,Travel,brand,1,79,12,31230,5.2,8178,6.83,2,Wednesday,7806,3.05,57.2,Medium
reel,Fashion,brand,0,253,9,4050,3.8,1612,2.97,21,Monday,2658,4.33,55.3,Medium
reel,Food,brand,0,164,6,224,7.0,37,6.17,18,Sunday,488,6.84,44.7,Medium
carousel,Travel,creator,0,101,4,4515,10.2,634,5.49,3,Monday,1835,2.65,34.5,Low
reel,Music,brand,0,117,6,7449,0.0,592,3.17,7,Tuesday,2433,4.82,58.8,Medium
carousel,Music,creator,0,121,3,206475,13.6,45055,3.76,21,Tuesday,76559,3.58,72.2,High
carousel,Fashion,brand,0,116,5,5456,5.2,1146,4.24,11,Thursday,2189,3.09,40.9,Medium
image,Comedy,creator,0,147,4,23683,16.8,9758,5.34,11,Wednesday,13956,5.42,83.3,High
reel,Beauty,creator,0,151,5,12692,26.2,1855,4.57,0,Saturday,4290,2.79,48.4,Medium
reel,Beauty,creator,0,168,13,36303,20.8,2055,2.76,16,Sunday,7960,2.52,53.3,Medium
reel,Photography,creator,1,70,4,7979,0.0,297,2.07,9,Monday,1457,3.28,35.5,Low
reel,Photography,brand,0,88,5,31297,7.5,2580,1.98,8,Wednesday,6096,1.93,46.8,Medium
carousel,Comedy,creator,1,24,7,1531,19.8,404,3.69,2,Tuesday,833,3.94,31.4,Low
carousel,Technology,creator,1,88,9,13678,19.8,2197,1.83,15,Friday,6046,0.8,42.7,Medium
image,Comedy,creator,1,163,3,14202,21.9,1682,5.6,9,Wednesday,3717,4.71,64.0,Medium
image,Fitness,creator,0,108,3,92951,15.2,28525,2.19,22,Wednesday,40410,4.76,82.2,High
reel,Photography,brand,0,108,4,61934,29.4,20408,5.07,10,Wednesday,35091,7.49,96.3,High
carousel,Beauty,brand,0,155,7,5652,10.2,935,0.72,4,Thursday,874,0.28,11.4,Low
image,Comedy,brand,0,63,5,25332,21.3,4442,4.79,2,Wednesday,3762,5.09,67.6,Medium
carousel,Fitness,brand,0,68,4,77448,18.4,4356,2.32,1,Thursday,4360,1.81,42.2,Medium
reel,Food,brand,1,169,10,14185,41.9,1038,5.7,3,Friday,3280,3.79,53.6,Medium
carousel,Photography,brand,0,82,8,12278,5.2,3321,3.06,1,Sunday,5193,3.71,58.9,Medium
image,Lifestyle,creator,1,151,5,22121,13.6,7884,1.77,16,Thursday,12461,2.78,58.9,Medium
reel,Food,brand,1,74,7,348,12.7,44,1.19,0,Friday,812,0.98,11.3,Low
reel,Travel,creator,1,54,7,2469,1.8,470,1.95,16,Monday,1435,2.42,28.5,Low
reel,Photography,creator,0,160,7,13108,21.9,1181,1.76,21,Wednesday,3819,3.52,53.1,Medium
carousel,Lifestyle,creator,1,126,4,14193,13.1,1080,1.42,16,Friday,5516,2.62,50.2,Medium
carousel,Lifestyle,brand,1,169,7,43455,11.5,5083,4.83,6,Wednesday,8968,3.68,64.3,Medium
image,Beauty,creator,1,70,7,6665,28.2,1219,2.2,4,Thursday,880,1.71,15.4,Low
carousel,Fashion,brand,0,118,4,2026,16.0,483,2.82,17,Saturday,1348,2.73,29.7,Low
carousel,Food,creator,1,115,4,21317,13.7,4471,6.49,10,Tuesday,8351,6.47,85.3,High
image,Beauty,brand,0,84,7,5400,7.4,729,1.98,11,Monday,2103,2.43,35.1,Low
reel,Fashion,creator,1,74,4,6214,21.3,879,0.1,6,Monday,2051,1.49,29.5,Low
image,Music,creator,0,48,2,30568,15.4,6317,8.36,16,Saturday,9676,7.28,89.2,High
image,Music,brand,1,154,6,11651,27.0,1068,2.62,14,Sunday,1529,2.77,32.2,Low
carousel,Music,brand,1,78,8,3204,7.7,299,1.85,9,Saturday,638,4.64,33.5,Low
image,Comedy,brand,0,85,5,1731,35.7,45,1.81,16,Monday,412,1.93,6.9,Low
reel,Fitness,brand,0,146,3,622,10.8,31,2.52,2,Tuesday,488,2.0,8.5,Low
reel,Photography,creator,1,85,3,4347,4.6,862,2.5,16,Thursday,3371,4.7,62.6,Medium
image,Travel,creator,0,134,1,3260,13.5,780,4.63,21,Tuesday,1787,6.0,62.4,Medium
image,Music,brand,0,102,3,8396,0.0,897,5.1,13,Wednesday,1711,3.25,38.1,Low
reel,Fashion,brand,1,92,7,1668,16.5,252,1.43,3,Wednesday,1408,1.75,24.3,Low
reel,Fashion,brand,1,62,4,1112,19.4,113,2.86,0,Wednesday,1009,4.24,37.7,Low
carousel,Technology,creator,0,131,6,12499,25.0,5530,6.92,8,Thursday,7298,7.65,87.2,High
carousel,Photography,brand,1,111,9,996,21.3,315,6.2,23,Saturday,1159,6.97,58.6,Medium
carousel,Photography,creator,1,137,5,26717,15.1,1691,2.32,7,Monday,3479,0.96,36.2,Low
image,Lifestyle,creator,0,94,14,3369,15.0,247,4.98,23,Monday,545,3.19,18.0,Low
carousel,Fashion,creator,0,190,9,35315,11.2,1736,3.81,16,Sunday,6439,5.07,74.0,High
image,Fashion,brand,1,147,8,2620,14.9,633,4.76,5,Saturday,1092,3.75,34.7,Low
image,Photography,brand,1,98,5,91558,13.2,36575,6.84,19,Tuesday,33849,8.13,97.0,High
image,Fitness,creator,0,109,5,10424,19.3,2848,4.45,16,Wednesday,6438,5.97,80.4,High
carousel,Travel,creator,0,49,1,23007,16.2,2099,1.23,5,Thursday,2386,0.54,29.6,Low
reel,Food,brand,0,89,5,44491,20.7,4742,0.1,4,Friday,5503,0.1,40.4,Medium
image,Fashion,creator,0,111,3,1646,13.1,260,3.35,12,Monday,928,2.98,24.5,Low
image,Photography,creator,0,45,10,23470,0.0,6153,4.25,13,Tuesday,8035,2.41,52.6,Medium
image,Food,brand,1,227,3,7962,31.3,1186,6.5,1,Saturday,1391,5.47,54.4,Medium
carousel,Comedy,creator,1,83,4,381720,11.2,27554,0.83,12,Thursday,67223,0.78,55.3,Medium
reel,Fitness,brand,1,156,4,1091,12.1,311,6.31,23,Sunday,1152,6.48,56.7,Medium
carousel,Technology,brand,0,151,4,9437,1.5,2158,7.23,16,Monday,3121,5.63,68.9,Medium
reel,Photography,creator,0,149,5,76858,13.8,13545,4.65,18,Thursday,37566,5.5,88.0,High
carousel,Fashion,brand,0,188,10,8358,13.6,1741,8.79,6,Saturday,2447,5.38,63.5,Medium
reel,Fashion,creator,1,154,7,9725,5.9,2806,5.87,4,Saturday,7028,4.12,66.0,Medium
image,Fashion,brand,1,147,8,454,20.6,76,5.16,16,Friday,450,4.22,26.0,Low
image,Food,creator,1,63,8,211976,3.9,53082,3.16,0,Monday,56249,3.53,71.2,High
image,Music,creator,1,155,4,819,11.5,188,3.56,20,Saturday,891,5.94,49.4,Medium
carousel,Comedy,creator,0,123,10,9797,18.3,1590,2.26,22,Tuesday,4302,4.26,61.7,Medium
carousel,Comedy,creator,1,127,8,6121,0.6,785,5.41,15,Friday,3561,6.11,73.9,High
reel,Comedy,creator,1,37,6,10465,15.8,2743,3.53,18,Tuesday,8802,4.9,75.5,High
reel,Travel,creator,1,122,5,4524,20.7,1407,6.42,7,Thursday,3336,8.19,78.3,High
image,Fitness,creator,0,135,5,7266,17.3,1129,5.28,2,Monday,1508,1.91,26.2,Low
reel,Beauty,creator,1,94,7,17938,13.1,1793,1.96,21,Sunday,5582,3.66,59.1,Medium
image,Food,brand,0,51,2,3183,14.2,296,4.49,1,Sunday,1051,0.79,15.6,Low
reel,Travel,creator,0,103,4,69479,7.6,11333,7.31,18,Friday,26526,6.95,94.2,High
reel,Photography,creator,1,181,6,518,17.6,71,3.45,21,Thursday,1044,4.5,40.8,Medium
reel,Technology,creator,1,136,6,11797,27.5,2645,6.41,3,Wednesday,4970,5.77,76.1,High
image,Lifestyle,creator,0,175,7,11095,15.1,2384,4.85,23,Thursday,4765,4.8,68.0,Medium
image,Travel,creator,1,149,11,9753,17.5,2703,4.49,14,Saturday,5078,3.81,59.5,Medium
carousel,Music,creator,1,114,5,1447,19.5,98,3.7,5,Sunday,714,3.88,28.1,Low
image,Comedy,creator,0,105,12,1173,28.8,152,5.21,18,Friday,1104,5.45,50.0,Medium
reel,Beauty,creator,1,67,7,2174,0.4,429,0.75,9,Wednesday,2927,2.41,40.3,Medium
reel,Comedy,brand,0,143,3,6829,16.8,359,5.23,2,Thursday,2082,4.78,55.8,Medium
carousel,Lifestyle,brand,1,110,4,63499,15.6,5566,2.52,10,Thursday,11336,1.87,52.3,Medium
carousel,Food,creator,0,204,10,4077,36.3,959,4.48,15,Tuesday,2812,4.57,58.6,Medium
image,Fitness,brand,1,108,4,12343,18.3,2279,2.52,12,Monday,1943,3.08,38.7,Low
carousel,Comedy,creator,0,159,5,7946,6.9,1260,1.62,11,Tuesday,2294,2.72,38.9,Low
carousel,Fitness,creator,0,152,7,35853,14.8,6388,5.22,21,Saturday,16476,6.18,89.1,High
carousel,Lifestyle,brand,0,154,4,4820,0.0,870,2.87,19,Saturday,1776,5.3,57.5,Medium
reel,Beauty,brand,0,46,8,58846,17.7,4808,4.78,15,Saturday,17258,5.04,81.6,High
image,Travel,creator,0,112,9,895,4.3,700,6.1,14,Friday,1019,7.77,57.7,Medium
image,Music,creator,0,144,8,1993,0.0,91,5.23,14,Sunday,595,5.08,36.7,Low
reel,Fitness,creator,0,115,6,10263,3.0,2340,3.14,18,Sunday,7035,5.51,78.2,High
reel,Travel,creator,1,141,3,64412,,5988,2.1,10,Thursday,9933,2.35,54.2,Medium
carousel,Food,creator,1,114,7,4770,5.9,1421,3.55,0,Friday,3446,3.55,52.1,Medium
image,Beauty,creator,1,143,14,2577,11.2,141,4.38,0,Friday,700,5.61,42.8,Medium
carousel,Fitness,brand,1,169,4,185602,4.0,31656,2.74,1,Saturday,43779,1.93,58.7,Medium
reel,Lifestyle,creator,1,16,10,5118,5.7,651,5.01,19,Tuesday,1833,5.15,57.0,Medium
reel,Fashion,creator,0,169,4,1370,7.2,390,4.59,11,Monday,1210,4.87,47.0,Medium
image,Technology,creator,1,136,9,635,11.9,34,1.0,3,Tuesday,243,1.46,3.4,Low
image,Beauty,creator,1,188,5,8267,31.5,1917,1.7,11,Friday,3231,2.14,39.9,Medium
carousel,Music,creator,0,164,6,28754,29.7,16629,3.3,17,Wednesday,31659,6.12,91.5,High
image,Lifestyle,brand,0,91,4,2556,25.3,593,5.52,2,Monday,609,4.33,29.9,Low
reel,Photography,brand,1,158,6,13311,21.3,1598,2.38,4,Thursday,2853,3.92,52.7,Medium
carousel,Comedy,creator,0,92,7,2565,16.6,114,1.0,22,Monday,823,1.3,12.4,Low
carousel,Travel,creator,1,13,7,11131,0.0,3027,4.11,13,Wednesday,6343,4.74,70.8,High
image,Fitness,creator,0,163,7,1483,13.6,504,5.61,23,Sunday,1492,5.09,52.9,Medium
image,Music,creator,0,102,5,180070,21.2,35627,4.17,1,Wednesday,43356,4.41,78.9,High
carousel,Comedy,creator,0,50,4,71283,20.7,17373,1.16,0,Saturday,29801,3.11,65.9,Medium
carousel,Fashion,brand,1,110,3,893,5.4,142,3.4,15,Sunday,820,4.37,35.1,Low
carousel,Travel,creator,0,91,3,90777,16.8,11263,2.05,6,Saturday,18513,3.96,71.8,High
carousel,Music,creator,0,141,6,852,12.7,175,4.26,14,Saturday,979,3.2,27.4,Low
reel,Photography,creator,1,156,5,4467,21.5,266,2.11,22,Thursday,2169,3.02,40.1,Medium
reel,Technology,creator,0,100,1,67421,14.9,7307,2.28,0,Thursday,13608,2.47,57.3,Medium
reel,Fitness,creator,0,127,6,79212,15.8,11305,1.59,7,Friday,32417,2.47,61.2,Medium
image,Food,creator,0,135,8,39120,5.9,1155,5.02,11,Saturday,7112,5.12,75.5,High
image,Fashion,creator,1,164,6,3570,26.1,370,4.66,7,Thursday,1121,5.57,51.2,Medium
image,Lifestyle,creator,0,102,7,2261,18.9,188,4.99,15,Tuesday,409,3.35,17.2,Low
carousel,Travel,brand,0,89,7,162861,17.4,33206,2.17,12,Tuesday,47872,2.9,65.5,Medium
image,Lifestyle,brand,0,150,7,3978,0.7,405,1.62,0,Wednesday,1113,1.07,17.4,Low
image,Photography,brand,1,112,7,939,11.0,61,3.38,2,Tuesday,375,4.48,27.4,Low
reel,Travel,creator,1,150,6,37234,12.1,1180,0.1,3,Sunday,4706,0.55,39.2,Medium
image,Fashion,creator,0,40,8,8041,4.4,1639,6.18,12,Friday,2148,4.6,54.6,Medium
image,Technology,creator,1,123,2,12016,13.8,6660,3.43,23,Friday,6768,5.21,75.7,High
image,Comedy,creator,0,184,3,6003,21.3,2076,5.82,10,Wednesday,3445,7.25,77.5,High
reel,Beauty,creator,0,179,5,17025,25.7,3501,3.48,12,Thursday,9359,0.76,46.9,Medium
image,Beauty,creator,0,90,6,20560,18.0,6335,6.38,6,Friday,5616,3.33,56.1,Medium
image,Photography,creator,0,149,3,12283,0.0,643,2.73,15,Friday,1727,2.53,32.6,Low
image,Technology,creator,1,173,5,5657,20.5,457,4.61,16,Thursday,1434,4.95,51.0,Medium
carousel,Travel,creator,1,201,3,6815,,1372,2.98,22,Monday,4590,5.63,74.1,High
image,Photography,brand,0,163,4,6092,12.1,534,2.79,10,Friday,756,3.66,27.1,Low
carousel,Travel,brand,0,195,2,94141,15.1,9578,6.39,18,Wednesday,20177,6.89,92.9,High
carousel,Lifestyle,creator,0,44,9,32884,8.2,7028,0.23,10,Monday,6504,2.3,49.8,Medium
image,Food,brand,1,105,4,500,13.9,89,2.49,8,Wednesday,312,1.47,3.7,Low
carousel,Fashion,creator,0,77,10,377,26.4,126,3.93,12,Friday,925,2.9,23.9,Low
reel,Technology,creator,1,162,5,21098,9.4,3904,0.13,17,Tuesday,5691,3.16,54.7,Medium
carousel,Music,creator,1,100,4,21242,2.9,1944,4.58,15,Wednesday,5080,3.87,60.0,Medium
carousel,Lifestyle,creator,0,113,10,10750,14.3,2368,1.12,13,Friday,2861,2.34,39.5,Medium
image,Technology,brand,0,73,4,4796,9.8,854,4.09,10,Sunday,865,4.37,36.1,Low
carousel,Comedy,brand,0,77,5,200,23.2,30,0.98,3,Tuesday,276,2.18,7.0,Low
image,Music,creator,0,143,5,51087,10.0,12326,3.53,4,Wednesday,15513,1.18,51.6,Medium
image,Fashion,creator,0,189,6,4146,33.6,334,2.6,10,Tuesday,737,1.08,9.9,Low
reel,Comedy,brand,0,90,6,30562,12.3,8351,5.77,1,Saturday,11513,6.82,89.3,High
image,Beauty,creator,1,109,3,8237,22.5,1990,8.03,21,Wednesday,4052,8.56,81.2,High
carousel,Comedy,creator,1,175,3,2372,10.9,588,3.94,2,Sunday,784,3.97,30.7,Low
carousel,Fitness,creator,1,145,4,15783,16.3,4043,5.89,12,Saturday,7388,5.76,80.6,High
image,Technology,creator,0,171,2,2952,10.5,395,5.82,13,Saturday,915,5.43,46.4,Medium
reel,Travel,creator,0,60,0,9992,16.5,1419,2.2,12,Saturday,3254,2.56,42.9,Medium
carousel,Fashion,creator,1,114,7,7231,18.9,1112,5.93,9,Sunday,3234,6.48,74.1,High
carousel,Fitness,creator,1,236,7,452,18.2,77,5.93,10,Monday,815,5.72,46.4,Medium
reel,Beauty,brand,1,10,9,15557,14.4,1205,5.2,14,Tuesday,5357,4.84,69.8,High
carousel,Photography,creator,1,45,8,27780,9.0,3520,0.65,15,Monday,8919,2.38,53.4,Medium
carousel,Lifestyle,creator,1,139,4,1694,13.7,154,0.1,15,Tuesday,964,1.93,18.1,Low
carousel,Comedy,creator,1,160,9,14100,8.8,349,1.21,23,Saturday,2579,1.8,34.7,Low
reel,Travel,brand,0,49,8,3197,10.6,501,6.03,19,Friday,3403,5.74,71.1,High
reel,Food,creator,0,87,7,469,0.0,174,1.96,7,Friday,988,2.6,22.9,Low
carousel,Food,brand,0,145,7,2994,15.4,749,3.16,5,Tuesday,1099,3.65,33.8,Low
image,Lifestyle,creator,1,160,6,1414,12.0,275,5.4,20,Friday,1071,5.45,49.5,Medium
carousel,Fitness,brand,0,136,6,91596,10.6,28673,2.68,14,Sunday,30621,2.82,63.6,Medium
carousel,Technology,brand,1,105,9,19669,14.4,5894,4.06,17,Thursday,7169,5.84,80.8,High
image,Photography,brand,1,226,4,12443,1.8,4200,3.92,17,Monday,4314,5.05,69.1,High
reel,Food,creator,0,73,5,878,5.9,103,4.53,9,Wednesday,1569,3.26,36.6,Low
reel,Comedy,brand,1,93,6,25346,3.6,447,0.25,15,Friday,5804,1.21,43.2,Medium
reel,Fitness,brand,1,131,3,12821,15.4,6056,6.7,17,Saturday,14019,7.76,92.8,High
image,Music,creator,1,114,2,65081,5.8,2451,4.01,11,Sunday,8723,4.47,71.4,High
image,Fashion,creator,1,123,4,10009,28.0,1236,5.38,23,Sunday,2418,4.08,51.6,Medium
carousel,Beauty,creator,1,123,4,1107,14.3,184,2.33,21,Monday,918,2.44,20.3,Low
reel,Travel,brand,1,91,8,627,8.4,177,2.66,21,Wednesday,1455,4.04,42.6,Medium
carousel,Music,brand,1,199,6,27943,19.5,1553,6.44,2,Thursday,5182,3.32,55.1,Medium
carousel,Beauty,creator,1,89,7,4728,0.9,2196,6.28,13,Wednesday,4343,6.71,79.0,High
reel,Comedy,creator,1,96,5,2173,2.5,535,4.04,7,Sunday,2201,3.49,44.5,Medium
reel,Music,brand,1,81,9,1622,25.0,239,0.43,16,Wednesday,1407,2.09,26.0,Low
reel,Photography,creator,1,162,8,42555,22.5,11951,3.93,5,Thursday,19414,3.65,69.2,High
reel,Fitness,creator,1,166,5,23489,8.9,5239,5.51,16,Saturday,12968,5.04,79.9,High
carousel,Travel,creator,1,130,5,8048,13.5,5434,6.86,18,Saturday,16764,5.97,88.1,High
image,Travel,creator,1,180,7,3582,19.4,351,0.63,1,Friday,1139,1.46,19.0,Low
image,Technology,creator,0,142,7,4821,5.6,282,3.06,6,Wednesday,501,2.98,15.5,Low
image,Fashion,creator,1,128,6,641,17.0,61,6.45,23,Monday,596,6.63,46.0,Medium
carousel,Comedy,creator,1,126,4,7298,14.0,1521,6.79,16,Tuesday,7909,8.01,88.4,High
carousel,Beauty,creator,0,109,5,4055,36.3,221,0.94,2,Sunday,1035,2.67,24.3,Low
carousel,Technology,brand,1,137,5,2102,12.9,521,5.46,6,Friday,1102,2.79,26.3,Low
image,Fashion,brand,1,78,8,8609,10.7,1759,5.27,2,Wednesday,4169,4.37,62.2,Medium
reel,Travel,creator,0,88,2,101479,15.4,18101,2.11,0,Saturday,36571,2.36,60.8,Medium
carousel,Fitness,brand,0,205,6,273,18.4,30,2.71,5,Wednesday,216,1.92,5.5,Low
carousel,Beauty,brand,1,99,7,855,0.0,48,7.16,16,Friday,790,7.08,51.9,Medium
image,Comedy,brand,1,157,11,29853,21.1,5219,3.76,9,Wednesday,4221,3.11,50.7,Medium
carousel,Lifestyle,brand,0,136,5,17699,35.3,743,0.1,19,Thursday,2720,2.76,41.7,Medium
image,Music,creator,1,78,5,125941,22.0,44498,6.95,2,Wednesday,61419,5.86,91.6,High
reel,Photography,creator,0,152,5,25815,22.1,5049,0.1,16,Tuesday,8280,2.22,51.6,Medium
carousel,Technology,creator,1,140,6,16082,10.1,2980,7.88,10,Monday,4579,5.78,75.2,High
carousel,Technology,brand,0,105,7,60474,0.4,12060,3.97,15,Saturday,14148,3.65,67.5,Medium
carousel,Fashion,creator,1,75,6,17978,13.7,3313,2.14,14,Monday,6002,2.75,52.1,Medium
image,Travel,brand,1,66,6,3508,4.9,847,5.22,2,Thursday,2039,2.32,33.8,Low
reel,Music,creator,0,137,5,5450,24.5,699,4.89,1,Monday,2026,4.4,51.6,Medium
image,Beauty,creator,1,101,7,792,3.5,112,1.6,6,Sunday,610,1.06,6.9,Low
carousel,Food,creator,1,113,9,1751,25.3,259,4.82,23,Friday,1412,4.23,43.9,Medium
image,Photography,creator,0,158,6,9944,9.3,484,1.84,6,Wednesday,1561,1.89,26.8,Low
reel,Travel,brand,0,86,5,20660,23.3,6927,4.61,2,Tuesday,10182,4.92,77.0,High
carousel,Food,creator,0,184,4,4093,22.5,355,3.44,11,Monday,1118,2.5,24.5,Low
image,Travel,creator,1,90,5,6395,13.3,1230,4.41,4,Saturday,2169,4.29,51.8,Medium
reel,Food,creator,1,115,5,5751,18.7,1338,4.04,8,Thursday,6652,5.22,75.5,High
image,Fashion,brand,0,146,11,25470,11.1,12034,6.23,19,Thursday,12283,7.46,91.3,High
reel,Beauty,brand,1,104,5,79503,10.0,8655,2.77,23,Thursday,42468,4.26,77.6,High
carousel,Travel,creator,0,149,7,9987,22.6,1075,1.49,2,Friday,1513,1.36,23.8,Low
reel,Technology,brand,1,102,2,2491,6.5,82,8.13,12,Monday,572,5.84,41.6,Medium
reel,Fitness,creator,1,96,4,432,6.6,60,1.79,13,Wednesday,531,2.88,15.3,Low
reel,Beauty,brand,0,140,7,6790,1.1,1817,4.41,5,Sunday,2755,2.23,38.1,Low
reel,Travel,brand,1,127,8,2758,8.5,731,3.55,15,Wednesday,2283,3.56,45.9,Medium
image,Travel,brand,1,130,7,2170,13.7,820,5.34,6,Sunday,1324,6.56,59.6,Medium
carousel,Beauty,creator,1,147,11,9232,8.6,1160,3.2,12,Sunday,2462,3.95,50.7,Medium
carousel,Photography,creator,0,143,11,1291,23.4,499,5.77,0,Monday,3128,5.64,69.1,High
reel,Comedy,creator,0,105,9,443,11.5,30,4.56,21,Thursday,1393,2.71,30.1,Low
carousel,Technology,brand,1,108,3,10882,11.0,3824,1.54,12,Sunday,4136,4.16,60.1,Medium
image,Food,creator,1,96,10,1473,37.2,487,6.22,5,Saturday,1110,5.89,53.2,Medium
carousel,Beauty,creator,1,67,4,409,20.0,30,7.05,0,Saturday,503,4.79,32.3,Low
carousel,Photography,brand,0,50,10,2232,0.0,152,5.04,0,Tuesday,854,2.84,22.0,Low
image,Fashion,brand,0,166,7,3582,12.4,412,2.57,23,Tuesday,1123,3.53,33.1,Low
reel,Food,brand,1,108,5,2516,24.8,675,5.06,15,Monday,1748,4.14,46.7,Medium
image,Fitness,brand,0,134,5,33601,17.1,5723,2.27,23,Tuesday,10313,3.73,66.0,Medium
carousel,Beauty,creator,1,49,4,12895,27.3,2267,0.9,6,Sunday,6395,0.69,43.0,Medium
carousel,Photography,brand,1,188,5,4196,15.1,386,5.74,0,Sunday,524,4.72,32.1,Low
reel,Lifestyle,creator,0,172,5,1959,36.0,159,3.64,19,Thursday,738,6.91,50.2,Medium
carousel,Music,brand,0,115,6,7381,10.4,591,2.21,12,Saturday,1850,2.56,34.0,Low
carousel,Lifestyle,creator,0,11,8,1886,14.1,864,6.17,6,Monday,2670,6.99,73.0,High
carousel,Food,brand,1,140,4,21619,30.2,4690,6.44,7,Monday,8603,6.7,86.5,High
reel,Beauty,creator,0,116,9,217,9.4,36,3.51,4,Saturday,573,2.67,14.5,Low
image,Food,brand,0,119,8,248681,10.0,74621,2.75,6,Tuesday,146769,4.97,85.7,High
reel,Travel,brand,0,137,3,839,12.3,45,2.27,14,Tuesday,373,1.2,3.2,Low
image,Music,brand,0,73,6,663,7.9,52,3.49,2,Tuesday,424,1.98,7.3,Low
image,Beauty,creator,1,134,10,769,13.2,79,4.43,12,Monday,826,2.17,16.6,Low
image,Comedy,brand,0,160,9,22828,5.7,2837,2.37,0,Tuesday,4155,1.45,40.0,Medium
image,Lifestyle,creator,1,92,6,2682,14.5,661,2.18,19,Tuesday,1672,3.1,36.3,Low
reel,Travel,creator,1,119,9,2185,16.0,303,0.1,21,Thursday,2219,4.46,53.9,Medium
carousel,Lifestyle,brand,1,90,6,3476,12.4,363,5.0,0,Sunday,1088,2.81,26.3,Low
reel,Travel,creator,0,183,5,243,14.5,31,3.36,13,Thursday,738,5.01,39.3,Medium
carousel,Beauty,creator,1,217,4,4802,21.4,670,1.87,21,Tuesday,1523,3.96,42.6,Medium
carousel,Comedy,brand,1,158,6,3572,21.0,270,2.43,5,Monday,792,3.42,25.7,Low
image,Comedy,creator,1,211,4,7734,6.6,1765,2.62,9,Wednesday,2104,4.95,57.5,Medium
image,Comedy,brand,0,175,4,36696,8.4,8910,2.45,0,Wednesday,8551,2.29,52.4,Medium
reel,Music,creator,1,132,1,12551,10.6,628,2.85,20,Tuesday,3389,6.14,73.3,High
carousel,Lifestyle,creator,1,117,7,2362,17.2,507,3.63,19,Saturday,1821,3.48,41.2,Medium
reel,Beauty,creator,0,205,4,17011,16.3,4921,3.73,7,Wednesday,7372,4.95,74.4,High
carousel,Lifestyle,brand,0,179,7,8946,19.1,2277,5.96,23,Wednesday,2360,6.18,68.0,Medium
carousel,Comedy,creator,0,130,8,16862,20.5,3247,5.84,1,Tuesday,6158,3.56,59.3,Medium
image,Beauty,creator,0,191,5,643,17.2,30,0.1,15,Wednesday,305,1.54,3.9,Low
image,Photography,brand,0,127,5,11831,17.6,1843,1.74,13,Thursday,2350,2.03,34.5,Low
image,Comedy,creator,1,139,4,2568,0.7,1005,5.55,10,Tuesday,1390,5.72,56.2,Medium
image,Beauty,creator,0,136,5,12451,28.8,1816,1.47,3,Tuesday,1588,0.66,22.8,Low
carousel,Beauty,creator,1,128,4,158206,0.0,7453,4.86,8,Monday,28795,4.92,82.7,High
reel,Lifestyle,brand,0,118,4,13133,13.9,1443,3.19,10,Saturday,3501,4.01,56.5,Medium
image,Fashion,creator,1,142,10,3452,1.0,299,2.59,21,Tuesday,1039,3.57,32.0,Low
reel,Music,creator,0,106,9,3539,4.0,375,5.33,1,Wednesday,1109,5.84,52.8,Medium
reel,Travel,brand,1,143,6,17779,4.0,2647,1.14,22,Thursday,4237,1.07,39.1,Medium
image,Fashion,brand,1,156,1,60948,13.5,17433,3.22,14,Tuesday,15435,5.17,82.1,High
reel,Fashion,brand,0,62,8,22300,0.0,8485,7.04,2,Wednesday,8112,4.26,68.8,Medium
reel,Lifestyle,brand,0,85,6,4323,11.1,325,0.1,19,Monday,1502,1.33,23.6,Low
carousel,Beauty,brand,0,140,7,14431,13.0,2440,6.54,0,Friday,6363,5.29,75.6,High
reel,Photography,creator,0,135,9,86496,2.8,8089,2.64,10,Monday,26017,2.0,57.5,Medium
carousel,Fitness,brand,0,150,3,41735,2.1,8834,6.58,2,Saturday,9549,5.6,81.7,High
reel,Fashion,creator,1,180,4,4655,8.7,1289,4.72,11,Tuesday,3814,3.22,50.3,Medium
carousel,Photography,brand,1,76,9,8577,5.3,412,5.46,15,Saturday,1112,7.16,58.4,Medium
reel,Fashion,creator,0,113,6,5182,19.5,1203,6.06,7,Saturday,2636,6.6,71.4,High
carousel,Travel,creator,0,235,7,52835,15.0,10072,3.35,2,Thursday,9850,3.49,63.3,Medium
reel,Food,creator,0,94,9,768,0.0,339,5.62,4,Wednesday,926,4.53,38.8,Low
reel,Food,creator,1,74,7,3781,4.2,647,0.25,5,Saturday,1287,0.1,18.1,Low
carousel,Travel,creator,1,161,4,559,16.7,44,6.07,19,Tuesday,716,7.12,50.2,Medium
image,Beauty,brand,1,169,4,934,7.8,114,1.64,4,Sunday,1003,2.8,24.6,Low
reel,Photography,brand,0,185,9,529,4.2,62,6.8,5,Thursday,335,5.29,34.2,Low
image,Travel,creator,0,155,4,18136,7.4,1476,3.58,17,Wednesday,2951,4.3,56.8,Medium
image,Fitness,brand,1,145,5,26449,2.9,2592,4.96,7,Friday,3463,2.9,46.5,Medium
